fulllabel,labelhash,etherscan_url,last_owner,last_remmaining_cost,last_cost,total_cost,premium,total_gas_spent,transactions,total+premium+gas
⇂0000,0xd281f54cce4d12168880c4c428ca814553edd9877410f5110a6c546fcfdc88dc,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=95215314472379300641270157324073526344795840798049585433811170612585760065756,0xd3681dc39ac8db8800cfc81c2ff8fd77abc91ab2,0.0003086292099,0.0046937359,0.0046937359,0,0.005382976085,3,0.01007671199
₿—₿—₿,0x810d8946e3d3d24ea8f1012062cf922a7ecd9e9bd9035348c5710c1f5682afc9,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=58372273929522288629133900116966400687205061266552086711435641821271536349129,0x001a61213d72f2f3c95ff743c80f472749ab8ad3,0.003287799687,0.005755620555,0.005755620555,0,0.004318835881,3,0.01007445644
ɓoobs,0x5e7fd334763d5783c8dab217135ee8e1a48471ee2ada4758e40a4e7c73134237,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=42743255026902379809965974800896886570835135322345198109948893868847527051831,0x4d0e8f3b6e31394ddd52991b765c8e03918bd98b,0.0006574651076,0.002823232521,0.002823232521,0,0.007248492432,4,0.01007172495
ᡕᠵ᠊デ╤一,0xc1d003d27ae47e60a038d173fcbe4ccd8d6f8d3df3ad39dc276ca0f4fdda5020,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=87663910345814253793985867417355212063168359716257760808115116676799218208800,0xc8b872333c6df1b4c5ee6863134c037886ff6f68,0.002146346761,0.002758509042,0.002758509042,0,0.007312656477,4,0.01007116552
۰٥۰٤۹۹۹۹۹۹۹,0x4a9878d1ad5f6c5966ca81c055fc96e266be33e3f7860da8328754348ab1847d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=33740545411456776762248893717527589423192947937002764577122053269222866388093,0x891866b2286a1279f59bfc7f4fef464235ce3edd,0.002675979033,0.005662216504,0.005662216504,0,0.004403164764,4,0.01006538127
“386”,0x3088eaa528c4ad4e2d432d9434b2893165b3a2032be8b587be3ec2dd9126958b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=21952927394136395863581163899223134027269278652730900697957658857789064648075,0x5711541cf035c906f0ddb073f102dce0092fc7a2,0.0002056612108,0.004415667172,0.004415667172,0,0.005649582958,3,0.01006525013
mcdonalďs,0xe3cafa7de93c498b22e6c50c84abc4f7a2d061057fddc8b3f602d739e9bda4f1,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=103033648566629299537081039119327972769026432259995906506474578436332843803889,0x05ae84fd0faed0d1c90e484a26c9289fc6bf22a9,0.003457044168,0.00589636038,0.00589636038,0,0.004166647533,3,0.01006300791
ġoogle,0xf39a147a070675d23b37e0adb962ebb0460ba8f8748ed808d0e07c897d29d384,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=110184257978489876395037855041083997337363549914262831378491456584431895696260,0x68830da4c9d18ccef7197468b4534ef8e4e7aafd,0.0021581248,0.002823353233,0.002823353233,0,0.0072334779,3,0.01005683113
♯1837,0xe76a90283063b6f498f7487093f26c85a128a78c8e13e0c337159724e1b4a326,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=104672548746568859216356730470389355320510004624793469922215882418111569503014,0x2e444783f953f9ed9aaa5ad1bfe3b7e2cdeb3a01,0.0003956893691,0.003008887911,0.003008887911,0,0.00704444054,2,0.01005332845
ʿ000ʾ,0x233c335c1c4eb7f3524d4bbc302eb0d6cd4791e32b922f8cd407283ab5f0174d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=15937314996660933452056587198438346252207439988591756743689944872928068769613,0xa7ab74309974c46269e90b001a9a8858172a97b0,0.001241995229,0.003908002228,0.003908002228,0,0.00614465034,3,0.01005265257
plzeň,0x66250991f4aa6141b9c661c9371227a7899e2b0ad22d7fbbd3ab89747fd2b26f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=46201349947565649082561702239087219606225698608801336425893118293319772975727,0x4e248177e428b97b1462a2056a8000c58c4dae05,0.0001003628819,0.004070272433,0.004070272433,0,0.0059778,3,0.01004807243
ʕつ▀ᴥ▀ʔつ,0xff401878396a08962bd4382c053ac6d235845ff436e166010f527922226c2496,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=115453023484031088957919735179006130858716220612128786269384903869299570779286,0x6fb4becf05497b79f0fcf61cfa5075efaa137ddf,0.006348639898,0.008901102034,0.008901102034,0,0.001146177781,3,0.01004727981
4444☰,0x432b1cf29fdf9bf5a25277e1d49652e8fe57a6170db7472eaa980ee20106e887,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=30381135068905764005063841577713608799669816741295940945720899279817154160775,0x02af54e5f4bd8d12d1b9a986c8ffe71eaea86ae3,0.0003960167078,0.003075448901,0.003075448901,0,0.006969477329,2,0.01004492623
4000☰,0x70332a228815b69ef6a178a2c11e9aae9e4d8cdb0b979f126efa9744a12aedc8,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=50749439045945689011825090762651635122108553365419853545041642056995167727048,0x02af54e5f4bd8d12d1b9a986c8ffe71eaea86ae3,0.0003960027217,0.003075340286,0.003075340286,0,0.006969477329,2,0.01004481762
٭٭٭٭٭٭,0x72219452e1cf03a3ba6cb8898439614e8e29a1b831f0d855fd127a1ae6cb0cc9,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=51622994384585433002047781768553016969752326242547145872000363133180616314057,0x282c52b1dd852c5b6d7a0bd46dcc903ac7d75c9e,0.0002013851625,0.0043238579,0.0043238579,0,0.005717246586,6,0.01004110449
⌐▀ᴥ▀つ,0x6666e1639ca96cd4b251e82dd6771423f1c93655ccff0f02d2b2bfc01677e7a9,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=46317684534561729692730555557219594787219544846505651393645080493438103185321,0x6fb4becf05497b79f0fcf61cfa5075efaa137ddf,0.00634860531,0.00890105354,0.00890105354,0,0.001137434353,3,0.01003848789
“718”,0x15847e2a75c135c236f28a6f41bd5dbc164675a27dbaef57cab13542868d2895,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=9732664397557816625642219152931891474255310768484569226480052716757840636053,0x785a3129a51085ca490b805e33ca904536b7a4ab,0.003580798748,0.006567796698,0.006567796698,0,0.003461246269,3,0.01002904297
—9—9—,0xe0c1c50393e77926d0c0d83a7533ee3a92f95fc5f16cc6c79f06df2af8cdb8c3,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=101660439306640186360367275714319637235768696524752842270712302007431128266947,0xd2cc83cf1b80bbb5b484139bdf27ed87593aedf3,0.00123716898,0.003859544254,0.003859544254,0,0.006166013441,2,0.0100255577
—0—0—,0x07ef275fc1869ed04c8f5c394991eb22a7e0910aea7928407f0cc40d6e83a56f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=3588738138248008683109364750459010791148226332248697231682724833844300850543,0xd2cc83cf1b80bbb5b484139bdf27ed87593aedf3,0.00123716898,0.003859544254,0.003859544254,0,0.006166013441,2,0.0100255577
—1—1—,0x5c1e6abd7bb04e65b114a6e83d3522ac0a607d6811018f0802fcd92a8c91f8aa,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=41666524175172479206717110882251415600873337473168965718112045830223892183210,0xd2cc83cf1b80bbb5b484139bdf27ed87593aedf3,0.00123716898,0.003859544254,0.003859544254,0,0.006166013441,2,0.0100255577
—222—,0xa12270e49a1d00a48486cde3fee16c3bf2dd09c454d65ff94ee8185bffbd4791,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=72883220580797058106493700146367467344065407251718089314178243217109431437201,0xd2cc83cf1b80bbb5b484139bdf27ed87593aedf3,0.00123716898,0.003859544254,0.003859544254,0,0.006166013441,2,0.0100255577
ɓanker,0xfbfcf8d1e74f6b5e57d2169591e5a5c345dd9f1ff873557141c5c7023ed58e2a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=113977487746806684452077815114276357799651384201412497235189165187625246887466,0x066876fbe3e4a846b5e5ef86ea72c123fecd5a6e,0.00200135636,0.002957469925,0.002957469925,0,0.007067921822,3,0.01002539175
0x👩‍❤‍💋‍👩🏽,0xa46297dba77da4f43bb1ae1bdf48a257b8e18d17282aa3c5ca995a8e2ddb0bef,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=74353506265569494635627457046962383730086740035961067409583277669740921424879,0xe587adb8ee8a792957f08918d2098b2d8978d187,0.001039732807,0.003757450241,0.003757450241,0,0.006261095564,2,0.01001854581
0x👨‍❤‍👨🏿,0x9427e6fd5dd8b68e837944de6aaa6a996a5c8fa4467e95b42dfd7a9146012213,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=67012802858259244815456093323666894203758802434591312121638484313721756787219,0x0c4204b925e84d04ca8970fbd46a0cfe65b1cb9a,0.001039725464,0.003757423707,0.003757423707,0,0.006261095564,3,0.01001851927
0x👩‍❤‍💋‍👩🏾,0x8f4db92ac84470894e09ab1726ab99d7b6a291d358c73547f2cd712693ee5bbe,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=64818062547877558155514088694062834307993925870921368192967847325049776135102,0x45f25a5a3fb4184c2951a8f4c78aa84f4ceb058b,0.001039725464,0.003757423707,0.003757423707,0,0.006261095564,3,0.01001851927
0x👩‍❤‍💋‍👩🏿,0x2b7798f5ad494edd41476b9cf2f571500df869f6e3984e79e30fb4175a9a4c5b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=19660762978669911699714868172080576117157737868837038753698653546935681174619,0x0973065897906da195d03b13178e52747b042751,0.001039725464,0.003757423707,0.003757423707,0,0.006261095564,3,0.01001851927
0x👩‍❤‍💋‍👨🏾,0xf966ff69cbf0c0f964d37a11dba92c1dd0534e7c3281ec8e6c6147e2b1021d3e,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=112807880495430993130889645956886210046557868354286942538950621404696852700478,0x6a92b9330849ec54f8b2cb0876a42cfff4993efa,0.001039725464,0.003757423707,0.003757423707,0,0.006261095564,5,0.01001851927
δημήτρηϛ,0xe9f22747e665e4126ba532e156d8ba6ef63a064768437c50317c7b90f9ba7757,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=105816741816104918269768713638940940398068557958894346490533195302187642287959,0xef6405617ba07815765f437d22855b37dddfe08b,0.0001927187136,0.004689488697,0.004689488697,0,0.005323146369,3,0.01001263507
0·0·0·,0x5964aeaff63bf587d6c62709f203587c5e4f742c5a1d8a593a3fdd02ef42bfde,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=40433733878175044802826535138288186301560605467839514498960087955663703162846,0xb4b07025be5d7ff856d3d96fb010fd4c29dc4469,0.0002187154166,0.004435062615,0.004435062615,0,0.005575871885,4,0.0100109345
۵۹۰۱۲,0x4a101889afb14f2a8e5d589731bcb4e84ec773d15ffe7c850408430bd2ad0b4c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=33499589702125775095961381948439033097324333357186428386879846698580207012684,0x1a49ad2f050ecd0bd4ab20b7f832ce2e7ec30c46,0.0002090978977,0.004770045792,0.004770045792,0,0.005239430875,3,0.01000947667
☰ethereum,0x0d359279a06acab52e51e5c0a8990e097c2e7d402c79a4e5716bcb3df00fece2,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=5974720860029793842375786669281147023246279743776277092711586188989909953762,0x409201cda4e368edefc842542d9bcb5bdea99bd7,0.0006715399307,0.002850140403,0.002850140403,0,0.007146580662,2,0.009996721066
۰۰۰۷۷,0xa7b1356c5b40cbcc10c612cb675a7a228e2c377de7a5dbe7e27f05785bd93f8a,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=75849346357711954940950082678239213790623911610482926020577189139274421321610,0x57068e432b44cbe4dab69394e2a4739160adbf14,0.0002089696965,0.004767121201,0.004767121201,0,0.005222535764,2,0.009989656965
۷۷۰۷۷,0xfbee7f37d6a128c224a5040dcf53d4032b1c57cc334ce4fa39e45fe59fc56fd6,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=113951912623003355518712828263337170918327478353467266735680724191633075433430,0x57068e432b44cbe4dab69394e2a4739160adbf14,0.0002089696965,0.004767121201,0.004767121201,0,0.005222535764,2,0.009989656965
۲اتبفتتنپبض,0x4d76b4ed246e58bcf70c86fbed67ab32678eab3d5b3bb137058735ac2d9bd6a1,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=35037826002241780143915194215696464457037574115625965481291537843449619011233,0x1dd5c1ac64d3ae3c4684385655e10054a2d1f57f,0.0002092879553,0.00477438148,0.00477438148,0,0.005214827515,4,0.009989208995
ᴜɴɪᴄᴏᴅᴇ,0x28e29f8d1b03d653fa4d46c164c2bcd5cd182aca66672cbc54af379f568d2cb7,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=18492922561837200576648538994403858225791824511955627761285322143157264919735,0x8e86ffddf301452b22b559ba34b6f96a9f683fbf,0.0003101159818,0.004192308643,0.004192308643,0,0.005794761677,3,0.00998707032
۱۷۷۷۱,0xb516b4b5e981b5c8d392c5494ab65cc4574e59e339e5667cd5e80e6e5bb57098,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=81908743447680233403711600761615948793305354647312393182997728390876115595416,0x1c61941b27604986bff4a86d33b3184a3e065865,0.001108189878,0.003710911059,0.003710911059,0,0.006273481823,3,0.009984392882
۰٠۰٠۱,0xebac5a7a30aba2ff0f1d474a3c0a94c71df84b51e6e245749db530a884d9fa85,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=106598041563619785160449371142778917735560987353918457970213965387444623374981,0xfd526ab5bc82de332a1ad9d2fc33db85f0a17ae0,0.0002334603656,0.004057763497,0.004057763497,0,0.005926378265,3,0.009984141762
1÷137,0x9a58f518fe22924f401ee0f1b3aea08dd68de24967d4fd9ddc2b7ec31c9d7a81,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=69813352825180749313207015041889705192765083884796875079740701657579585895041,0x5a8efb970ec4422dc7d46477bf3841b42e2cb772,0.002517839883,0.003282184134,0.005168616276,0,0.004808477557,4,0.009977093834
٦٬٩٠٠,0xa8b46f786a9cd2c599745a617b4a04e082200722c41902186609e85137e65b77,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=76307360373914572528644251656963230163403521359045443773249424242876688522103,0x1eebf249daae3864953c8357a44e43ec968bf059,0.001124720018,0.003801137098,0.003801137098,0,0.006173062545,4,0.009974199643
۸۰۸۰۸۰,0xf31e142dff35b9f2f12d5d200f58325e340a21cff8943aab15a94f4364777a2d,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=109965166892678355857036853562750245990495669570820168645375384477097149299245,0xf8f0b4463cca913d56e23d0ad7a96b5dd72f6ce1,0.001974053834,0.002385859766,0.002385859766,0,0.007587066572,3,0.009972926339
sonepɒr,0x8c2ab50129d6486ed58887357405c1d32c236810f7c384b3af18c6699c03693f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=63399255625832657120787774727826995979848085168988060022077625287942066104639,0x68cdb757ac876d4da71c06373a75e682cdd221d5,0.0019283045,0.003258477512,0.003258477512,0,0.006710157148,3,0.00996863466
jėsus,0x941fb081f24bac2d24224ab1e63f84587ee78d97a36d60b2079b14c7d2df68dd,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=66998292060038415066067984323912413898991337016283636428672782040778273679581,0x53d5ff3db41a0d54b04b72a1632423d5461fc758,0.00003700838237,0.004502686522,0.004502686522,0,0.00546197887,3,0.009964665392
cannabᴉs,0x0ecd60b1f39836a630509200d3925bcede3edafb838d58415cffb076f5dfb4f0,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=6695250893658654071053505559181612798544417071792503570181468402162920830192,0xba71731fd21c96c2db3a64db597195b8f44086eb,0.003549961664,0.006511236218,0.006511236218,0,0.003445437133,3,0.009956673351
ㄇ314159265359,0xadc9eba01966b3c66f82e02cd86f8933a2429405251747752c6f6b7d8d7a973c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=78606885291583559510859670692985712978162468982242726459265703522840243509052,0x5711541cf035c906f0ddb073f102dce0092fc7a2,0.0002164190633,0.004388497672,0.004388497672,0,0.005565647645,3,0.009954145317
ʞılɐʇıʌ,0x128c6998f1b9efef7a08e53bde88f8cad2aa178f449f52b2c836484782d6c913,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=8389718670302827652266989712131360520611340934329745429690098147403280861459,0xa5f7d0c0acbabd7a86f6937099af339d77cd6c4a,0.0001822207328,0.00475075482,0.00475075482,0,0.005202828047,3,0.009953582867
–1969,0x071f0fa317e11bb96d207f681ff23ec2ebc46dc1953127d71a496d1662dbc528,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=3221070122272290127834383451984072482722630051493157682735345161681359324456,0xea92cd163f7c46d0b9246fbfd53884707deb08cb,0.003596411734,0.005834179035,0.005834179035,0,0.00411913945,3,0.009953318485
ʜᴇʟʟᴏ,0xceeb6a3b3359e12976a89f34f1e3d9c1e634f05af9247baf252199afc0f4e5b2,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=93592389049533310656833513011701673005818864512025375171528578556495802983858,0xb29976fc13f919128470b32df5371c7750fc9667,0.0004067509821,0.002749335342,0.002749335342,0,0.007201018598,3,0.00995035394
╠╣╠╣╠╣,0x9ae2b05865204d27ad7c81d2b10b419ea4c0b78da77e35a8995523b015e4c03f,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=70056703208945109994733730549459183081685899776885617495062995837357893402687,0xa8fefe1c78a64a5af7df21cf814db34b8db24a78,0.0003284585027,0.004611052056,0.004611052056,0,0.005337414665,3,0.009948466721
–888–,0xe8d1adb69b636915b80098664e6da18c20052d1a52e1a7070a5615d022cfb585,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=105307050833049072927691354500541265710582861847135264347853908263427787175301,0x7024e5c1987a80171a781e5e28c73fd974afb5ed,0.003535481847,0.005946778222,0.005946778222,0,0.004000333608,3,0.00994711183
”001”,0xa3e23fdba0b2c2ffb0ee8c044e5ce014aba480d0aa6d29e79c3ba7e817852972,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=74126742486884009045596214776884645479369927950855517296409635586679821904242,0x933a2a23dbc00c714be36049486faa81a1301f34,0.0002813294938,0.003208914539,0.003208914539,0,0.006738099895,3,0.009947014434
klaipėda,0xd64ac1937606042cac680f1a7fef38669f9ad908e90cc04e3cba67e32dc5f181,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=96927032292199023584133336852454537652390418088561905220904659877058211869057,0x4e248177e428b97b1462a2056a8000c58c4dae05,0.0001013126414,0.004108790458,0.004108790458,0,0.005829641758,3,0.009938432216
┣▇▇▇═─┣▇▇▇═─,0xb4b1423a712df60cfbaa272e41e24fe4805ab7f8259d6618a0bb37f23899790b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=81729501766308715078553404994002563619100528171245967317607849597263538649355,0x1abf223f671e6d85ad28e18f7cb690c5deeb7af9,0.001258716143,0.003796953654,0.003796953654,0,0.006128817252,3,0.009925770906
۰۱۰۱۰۱,0x7aa5ed9a85876f0602ce90e414f924a205bb1df791c2e443e9b253c8dbe2c816,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=55475337172625157879324986689206417862653769490826364408846204480699555301398,0xfa5f2cb9d70f50d43c707e740c16603ef10df17f,0.0002150701189,0.004361144077,0.004361144077,0,0.005563927385,4,0.009925071462
•••−−−•••,0x9b00c060cdcc0ecb4f72d7eb5f151c720b0d2e85ecf699e2dda51037f7026406,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=70109819275532718330383803460650145357971262839815309409110117397088528655366,0x3aeb83517fb6fe1c48a5a1c72dff960b4b32401b,0.001121657995,0.003790788594,0.003790788594,0,0.006127245,3,0.009918033594
123↋↊⇂,0x244f93d81094c225c29ad06350f9a3c039c5912a8b22aa78179a5853e702d616,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=16423863848922732979214543286358193129079610479904053869815482771220296029718,0x87fb8cb7d141b96317b5fa9616013b03e09f9576,0.001312418973,0.003801848612,0.003801848612,0,0.006115143814,3,0.009916992426
۷۰۸۰۷,0xbbb2d8aedb2a0068226b996b8ddcc376da1373271b21fa207f2475ce33de2d67,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=84898496953923664209395315659972867574354956239471571653975506564369113558375,0xc50e7fcc2805f1e72d4c0b99693a2e1684e16156,0.001069501329,0.003827137107,0.003827137107,0,0.006088518553,3,0.00991565566
۱۰۱۰۱۰,0x747e1299989bb66fbb2f718539b9c5af155ea69d76971a0e3105b0f169d2c3c1,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=52691041538198584580318168190133574784680439967431970637225725576811132404673,0x94d450a8956f1b298813ee062fa52020b04758c5,0.0002150827413,0.004361400032,0.004361400032,0,0.005553315414,4,0.009914715446
⌐፤፤-፤፤,0x160984e745b937a39089b731115146a57f27692763cdc067f05950a08c3a4e3b,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=9967701558023064588607744191010062932694726357048420304128083542154457796155,0xa9b1fd1d33ca64386d19851919ea1cf9f27a034a,0.001848604718,0.003067003282,0.003067003282,0,0.006844488918,3,0.0099114922
۰۰۰۱۱۰۰۰,0x8bbdc9da45dedd5506218db192dae581374024a3c3e78d136e2b759f3a02e9e3,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=63206813183959450259417586037492181456252934071148497845866587536148811409891,0x5b77f45703b86466c4b727f38fe33df9c438e9c0,0.000205092464,0.004403455844,0.004403455844,0,0.00550700658,3,0.009910462424
‘69420,0x04c6d86e0e81ebe211f95b58eaa358a1d9e96bc8b49d8159975f9ffdeab43cdb,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=2160580857492044453938777861344794061149187203749494672858505524489594617051,0x14cbf5cb4bc5adea2c142572f528b6c3d04d5527,0.0006711776565,0.002951564393,0.002951564393,0,0.006956477965,4,0.009908042358
pɹɐɥɔᴉɹ,0x2e3bc933d60d40d4a4991cc82e661a42c5957aa3f41867f9af07069d06e31393,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=20912023660167445954321095742034522767587337264245460453244869531226798756755,0x7dcb9d6e9ecfb03a275dc4864c812dd09a1768a2,0.002338320552,0.005050218945,0.005050218945,0,0.004856684303,3,0.009906903248
–4000,0x0f42b2afc57ca2ab7f17e3ffac5bc98d8713fff6c84802c3d822987a02634e54,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=6902537884662558163515096571346209480261640361090156850832652748996001091156,0xfcdaeb51f85a0657d792ab69d7f16e0481c5058d,0.00123258893,0.003168274362,0.003168274362,0,0.006738274566,3,0.009906548928
“310”,0x39c39882f051218f8d5c6a8911a29a71bf7bdbedcbf037ddb017dab451434365,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=26127420142424073374613733119105228466188302809970215340611978911654518932325,0x261f2f416e8895f6c51c7442433934d24073891c,0.00029040233,0.003212025772,0.003212025772,0,0.006693363134,3,0.009905388906
00·01,0xe55cd5d1d6ddde29170b7c191b6d63bb8524fe494574090d0cced9bdd34a484c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=103743667984756435662418626356229714357230133836235083051850332602067759810636,0x3a030c206b4154e0acfbf2fef91f1f267fef05d1,0.001124606743,0.003800754272,0.003800754272,0,0.006102817952,3,0.009903572224
小熊维尼⓫,0x66f879ee6ebc64f0edf8254a38d78928f05dadca8329f664ba2da468b8d83a24,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=46574930166995332371765493192041474302243412177451959844877599096265992845860,0xeb39adf63d35d97edc596660de072e78fe9075a5,0.000206408115,0.004431703646,0.004431703646,0,0.005470836885,3,0.009902540532
‛0001,0xb510368f07b89149b173be62af7db49a6ab14ac8c3130397dadecef400b9698c,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=81897271696995883257743651305378531336903976789715909957653833510734888790412,0xd3e86f673bd8a6f4d258b9c3c11338744527ea7d,0.00003748895062,0.004561155659,0.004561155659,0,0.005336482988,3,0.009897638647
−0−0−,0x511de85e4809b5a35ed977e1b0d91710e06c869c15aaaa04b6c707f193463083,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=36690183047097071993425384683368615860555947531979473117397331805524344582275,0x36ea171c43b387ff4debdabb7eeda997bcf9a819,0.0002089158489,0.004765892803,0.004765892803,0,0.005130603232,3,0.009896496034
−00000,0x25275956f2dd9bdb87fc84f0db1adf798a30184401e7d018e73307b1a162a787,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=16805099032664230257798199484215506768379921093867470976271940294459026220935,0x36ea171c43b387ff4debdabb7eeda997bcf9a819,0.0002089158489,0.004765892803,0.004765892803,0,0.005130603232,3,0.009896496034
❨✿❍⥿❍❩,0xcfada9b943a1676bfd86032260acc971804eb7c5901e0f3095471749e7500f1e,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=93935595588787865203154782300722346174402797822783551858667970811446734884638,0xbb2dae8c67574f56d6ea3155d1b56e304d3690b3,0.0002761973022,0.0043831311,0.0043831311,0,0.005510295464,3,0.009893426564
muratvargı,0xb2ea8dbfb118a8f09c62a4bf2d7a632a405953dfa442df71fe205c334ac8dc43,https://etherscan.io/token/0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85?a=80926107575214690087449379540237962133240106096971489579254723484166631513155,0x4415e309ad680cd8fd594c470be1e2072ac7f9d2,0.0002942275645,0.003158619443,0.003158619443,0,0.006733194757,4,0.009891814199
